age,gender,state,income,occupation,category,rural,student,disability,scheme_category
47,Male,Tamil Nadu,42100.0,Unemployed,General,No,No,No,Rural & Urban Livelihood Support
58,Female,Madhya Pradesh,302700.0,Salaried,OBC,Yes,No,No,Women & Child Development
18,Male,Gujarat,283800.0,Student,SC,No,Yes,No,Education & Scholarships
22,Male,Karnataka,332400.0,Artisan,General,Yes,Yes,No,Education & Scholarships
37,Male,Maharashtra,30800.0,Self-Employed,General,Yes,No,No,Skill Development & Entrepreneurship
25,Female,Madhya Pradesh,155200.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
60,Female,Karnataka,249600.0,Unemployed,SC,Yes,No,No,Senior Citizen Pension & Healthcare
29,Female,Madhya Pradesh,60400.0,Daily Wage Worker,EWS,Yes,No,No,Women & Child Development
18,Female,West Bengal,218900.0,Daily Wage Worker,General,Yes,No,No,Women & Child Development
74,Male,Uttar Pradesh,45800.0,Salaried,ST,Yes,No,No,Senior Citizen Pension & Healthcare
71,Female,Rajasthan,66000.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
37,Female,Rajasthan,146300.0,Daily Wage Worker,General,Yes,No,No,Women & Child Development
45,Female,West Bengal,220800.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
74,Female,Karnataka,58400.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
60,Female,Maharashtra,66900.0,Student,General,No,Yes,No,Education & Scholarships
54,Female,Madhya Pradesh,71200.0,Salaried,SC,No,No,No,Women & Child Development
64,Female,Karnataka,79100.0,Self-Employed,General,Yes,No,Yes,Social Welfare & Disability Support
54,Male,Gujarat,76200.0,Unemployed,SC,Yes,No,No,Rural & Urban Livelihood Support
29,Male,Maharashtra,120500.0,Self-Employed,General,No,No,No,Skill Development & Entrepreneurship
54,Female,Gujarat,220900.0,Farmer,General,Yes,No,Yes,Social Welfare & Disability Support
66,Male,West Bengal,133700.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
66,Male,Kerala,299300.0,Farmer,General,No,No,No,Senior Citizen Pension & Healthcare
73,Male,Rajasthan,258700.0,Salaried,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
61,Female,Rajasthan,54400.0,Student,General,Yes,Yes,Yes,Social Welfare & Disability Support
73,Female,Madhya Pradesh,39000.0,Salaried,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
45,Female,Uttar Pradesh,408600.0,Salaried,OBC,Yes,No,No,Women & Child Development
64,Female,West Bengal,45000.0,Salaried,SC,Yes,No,No,Senior Citizen Pension & Healthcare
32,Female,Karnataka,58900.0,Artisan,General,No,No,No,Women & Child Development
23,Male,West Bengal,34000.0,Salaried,General,No,Yes,No,Education & Scholarships
61,Female,Karnataka,208200.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
37,Female,West Bengal,187200.0,Student,General,No,Yes,No,Education & Scholarships
67,Male,Kerala,810400.0,Farmer,SC,Yes,No,No,Senior Citizen Pension & Healthcare
31,Female,Bihar,422400.0,Salaried,ST,Yes,No,No,Women & Child Development
19,Male,Uttar Pradesh,125200.0,Student,SC,Yes,Yes,No,Education & Scholarships
26,Male,Karnataka,113600.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
54,Male,Uttar Pradesh,93400.0,Student,SC,No,Yes,No,Education & Scholarships
37,Transgender,Maharashtra,59800.0,Farmer,OBC,Yes,No,Yes,Social Welfare & Disability Support
43,Female,West Bengal,56700.0,Student,OBC,No,Yes,No,Education & Scholarships
46,Male,Madhya Pradesh,55500.0,Unemployed,OBC,Yes,No,No,Rural & Urban Livelihood Support
18,Male,Tamil Nadu,51800.0,Self-Employed,SC,Yes,No,No,Skill Development & Entrepreneurship
72,Male,Maharashtra,79500.0,Salaried,General,Yes,No,No,Senior Citizen Pension & Healthcare
52,Female,Gujarat,95900.0,Daily Wage Worker,General,No,No,No,Women & Child Development
23,Male,Rajasthan,616600.0,Salaried,SC,Yes,Yes,Yes,Education & Scholarships
54,Female,Tamil Nadu,185500.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
70,Male,Kerala,820100.0,Self-Employed,General,Yes,No,No,Senior Citizen Pension & Healthcare
22,Female,West Bengal,113900.0,Self-Employed,General,No,No,No,Women & Child Development
50,Male,Bihar,140100.0,Artisan,General,No,No,Yes,Social Welfare & Disability Support
66,Male,Kerala,100600.0,Unemployed,SC,Yes,No,No,Senior Citizen Pension & Healthcare
68,Female,Karnataka,66400.0,Self-Employed,OBC,No,No,Yes,Social Welfare & Disability Support
31,Female,Tamil Nadu,57800.0,Unemployed,SC,Yes,No,No,Women & Child Development
29,Female,Rajasthan,552300.0,Unemployed,General,Yes,No,No,Women & Child Development
59,Male,Madhya Pradesh,809100.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
37,Male,Bihar,38300.0,Self-Employed,General,Yes,No,No,Skill Development & Entrepreneurship
70,Male,Uttar Pradesh,59300.0,Farmer,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
67,Male,West Bengal,129100.0,Self-Employed,OBC,No,No,No,Senior Citizen Pension & Healthcare
41,Male,Karnataka,67100.0,Daily Wage Worker,SC,Yes,No,No,Rural & Urban Livelihood Support
60,Female,West Bengal,111400.0,Salaried,General,No,No,No,Senior Citizen Pension & Healthcare
51,Female,Kerala,54900.0,Student,OBC,No,Yes,No,Education & Scholarships
42,Male,Tamil Nadu,139800.0,Student,OBC,No,Yes,No,Education & Scholarships
67,Female,Kerala,87100.0,Student,SC,Yes,Yes,No,Education & Scholarships
46,Female,Tamil Nadu,108100.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
74,Female,Madhya Pradesh,47800.0,Unemployed,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
56,Female,Rajasthan,130600.0,Unemployed,EWS,No,No,No,Women & Child Development
48,Male,Uttar Pradesh,766200.0,Daily Wage Worker,SC,Yes,No,No,Rural & Urban Livelihood Support
73,Female,Madhya Pradesh,101800.0,Salaried,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
64,Male,Maharashtra,406400.0,Farmer,General,No,No,No,Senior Citizen Pension & Healthcare
60,Female,Rajasthan,363500.0,Student,General,No,Yes,No,Education & Scholarships
67,Female,Madhya Pradesh,576800.0,Student,ST,Yes,Yes,No,Education & Scholarships
40,Female,Bihar,311000.0,Unemployed,SC,Yes,No,No,Women & Child Development
61,Male,West Bengal,224000.0,Daily Wage Worker,SC,Yes,No,No,Senior Citizen Pension & Healthcare
55,Male,Kerala,379600.0,Daily Wage Worker,OBC,No,No,No,Rural & Urban Livelihood Support
37,Male,Rajasthan,44200.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
40,Male,Bihar,141900.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
62,Male,Kerala,846000.0,Salaried,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
69,Male,Maharashtra,294200.0,Student,SC,Yes,Yes,No,Education & Scholarships
33,Male,Gujarat,619000.0,Daily Wage Worker,OBC,Yes,No,No,Rural & Urban Livelihood Support
67,Male,Rajasthan,302200.0,Farmer,General,No,No,No,Senior Citizen Pension & Healthcare
59,Female,Bihar,404100.0,Student,ST,No,Yes,No,Education & Scholarships
72,Male,Kerala,250700.0,Daily Wage Worker,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
25,Male,Kerala,287300.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
67,Male,Madhya Pradesh,163300.0,Daily Wage Worker,SC,Yes,No,No,Senior Citizen Pension & Healthcare
38,Female,Tamil Nadu,494400.0,Daily Wage Worker,ST,Yes,No,No,Women & Child Development
18,Male,Madhya Pradesh,343800.0,Self-Employed,SC,Yes,Yes,No,Education & Scholarships
72,Male,Bihar,364300.0,Daily Wage Worker,General,Yes,No,No,Senior Citizen Pension & Healthcare
25,Female,Karnataka,231200.0,Self-Employed,OBC,No,No,No,Women & Child Development
46,Male,West Bengal,95400.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
49,Female,Rajasthan,36500.0,Daily Wage Worker,SC,No,No,No,Women & Child Development
55,Female,Madhya Pradesh,523800.0,Self-Employed,OBC,No,No,No,Women & Child Development
22,Female,Kerala,188800.0,Student,ST,No,Yes,No,Education & Scholarships
64,Female,Kerala,93700.0,Salaried,General,No,No,No,Senior Citizen Pension & Healthcare
39,Male,Gujarat,59100.0,Self-Employed,General,No,No,No,Skill Development & Entrepreneurship
64,Female,Rajasthan,348400.0,Unemployed,SC,Yes,No,No,Senior Citizen Pension & Healthcare
51,Female,Gujarat,356000.0,Salaried,SC,Yes,No,No,Women & Child Development
18,Female,West Bengal,333300.0,Artisan,General,Yes,No,No,Women & Child Development
72,Female,Maharashtra,216500.0,Self-Employed,ST,No,No,No,Senior Citizen Pension & Healthcare
72,Female,Madhya Pradesh,112000.0,Artisan,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
43,Male,Uttar Pradesh,95300.0,Artisan,EWS,No,No,No,Skill Development & Entrepreneurship
60,Female,Bihar,31500.0,Salaried,SC,Yes,No,No,Senior Citizen Pension & Healthcare
27,Male,Bihar,352800.0,Unemployed,SC,Yes,No,No,Rural & Urban Livelihood Support
47,Male,Maharashtra,46500.0,Student,SC,Yes,Yes,No,Education & Scholarships
67,Female,Rajasthan,209300.0,Self-Employed,OBC,No,No,No,Senior Citizen Pension & Healthcare
35,Male,Madhya Pradesh,156200.0,Salaried,OBC,Yes,No,No,Rural & Urban Livelihood Support
34,Female,West Bengal,164600.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
43,Female,Tamil Nadu,500400.0,Unemployed,OBC,Yes,No,No,Women & Child Development
25,Female,Gujarat,35800.0,Daily Wage Worker,General,Yes,No,No,Women & Child Development
64,Female,Maharashtra,297200.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
57,Male,Tamil Nadu,39600.0,Farmer,ST,Yes,No,No,Agriculture & Farmer Welfare
66,Male,Gujarat,37000.0,Daily Wage Worker,SC,Yes,No,No,Senior Citizen Pension & Healthcare
29,Female,Maharashtra,131100.0,Artisan,OBC,Yes,No,No,Women & Child Development
44,Male,Bihar,41700.0,Self-Employed,OBC,No,No,No,Skill Development & Entrepreneurship
25,Female,Bihar,310200.0,Daily Wage Worker,SC,No,No,No,Women & Child Development
42,Male,Kerala,165700.0,Daily Wage Worker,SC,Yes,No,No,Rural & Urban Livelihood Support
63,Female,Gujarat,35300.0,Farmer,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
21,Female,Uttar Pradesh,37400.0,Student,EWS,Yes,Yes,No,Education & Scholarships
50,Female,West Bengal,200700.0,Farmer,EWS,No,No,No,Agriculture & Farmer Welfare
18,Female,Karnataka,325300.0,Self-Employed,General,Yes,No,No,Women & Child Development
36,Male,Rajasthan,133700.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
48,Male,Rajasthan,175600.0,Self-Employed,SC,Yes,No,No,Skill Development & Entrepreneurship
33,Female,Gujarat,319500.0,Student,OBC,Yes,Yes,No,Education & Scholarships
31,Male,Maharashtra,199700.0,Self-Employed,SC,Yes,No,No,Skill Development & Entrepreneurship
70,Male,Maharashtra,75800.0,Farmer,General,No,No,No,Senior Citizen Pension & Healthcare
65,Male,Karnataka,200900.0,Self-Employed,SC,Yes,No,No,Senior Citizen Pension & Healthcare
22,Female,West Bengal,208100.0,Artisan,OBC,Yes,No,No,Women & Child Development
58,Female,Madhya Pradesh,268400.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
43,Male,West Bengal,204600.0,Salaried,General,No,No,No,Rural & Urban Livelihood Support
45,Male,Madhya Pradesh,656700.0,Farmer,EWS,Yes,No,No,Agriculture & Farmer Welfare
19,Female,Karnataka,69600.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
67,Female,Madhya Pradesh,573200.0,Salaried,ST,No,No,No,Senior Citizen Pension & Healthcare
23,Female,Uttar Pradesh,169100.0,Self-Employed,SC,No,No,No,Women & Child Development
26,Male,Kerala,230600.0,Unemployed,SC,Yes,No,Yes,Social Welfare & Disability Support
50,Male,West Bengal,48900.0,Student,SC,Yes,Yes,No,Education & Scholarships
58,Female,Madhya Pradesh,116200.0,Artisan,General,Yes,No,No,Women & Child Development
42,Male,Bihar,294100.0,Artisan,OBC,No,No,No,Skill Development & Entrepreneurship
65,Male,Uttar Pradesh,250900.0,Student,OBC,Yes,Yes,No,Education & Scholarships
30,Male,West Bengal,37400.0,Artisan,ST,Yes,No,No,Skill Development & Entrepreneurship
26,Male,Madhya Pradesh,172400.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
70,Male,Bihar,46600.0,Daily Wage Worker,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
30,Female,Karnataka,1017500.0,Salaried,General,Yes,No,No,Women & Child Development
48,Male,Karnataka,439700.0,Student,General,No,Yes,No,Education & Scholarships
58,Female,Gujarat,33800.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
28,Female,Rajasthan,382200.0,Artisan,General,No,No,No,Skill Development & Entrepreneurship
21,Female,Tamil Nadu,483400.0,Artisan,OBC,Yes,No,No,Women & Child Development
51,Female,Bihar,108500.0,Daily Wage Worker,OBC,No,No,No,Women & Child Development
55,Female,Gujarat,258800.0,Artisan,General,No,No,No,Women & Child Development
63,Female,Uttar Pradesh,135000.0,Student,General,Yes,Yes,No,Education & Scholarships
21,Male,Madhya Pradesh,221700.0,Daily Wage Worker,OBC,Yes,No,No,Rural & Urban Livelihood Support
55,Female,West Bengal,104900.0,Salaried,General,Yes,No,No,Women & Child Development
36,Male,Maharashtra,100100.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
23,Female,Bihar,129400.0,Self-Employed,OBC,Yes,No,Yes,Social Welfare & Disability Support
51,Male,Tamil Nadu,58300.0,Student,OBC,Yes,Yes,No,Education & Scholarships
35,Male,Maharashtra,350200.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
30,Female,Kerala,107200.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
58,Male,Tamil Nadu,122000.0,Artisan,SC,Yes,No,No,Skill Development & Entrepreneurship
40,Male,Gujarat,434100.0,Salaried,General,No,No,No,Rural & Urban Livelihood Support
36,Male,Tamil Nadu,153600.0,Self-Employed,OBC,No,No,No,Skill Development & Entrepreneurship
62,Male,Madhya Pradesh,171400.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
28,Male,West Bengal,594300.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
18,Male,Uttar Pradesh,422000.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
41,Female,Maharashtra,63400.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
71,Female,Tamil Nadu,145400.0,Artisan,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
24,Male,Madhya Pradesh,669100.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
42,Female,Karnataka,113800.0,Self-Employed,General,No,No,No,Women & Child Development
38,Male,Tamil Nadu,113600.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
32,Female,Tamil Nadu,69100.0,Student,General,Yes,Yes,No,Education & Scholarships
18,Male,Rajasthan,51900.0,Student,General,No,Yes,No,Education & Scholarships
29,Transgender,Maharashtra,272700.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
75,Female,Rajasthan,294600.0,Student,SC,Yes,Yes,No,Education & Scholarships
24,Female,Rajasthan,655400.0,Farmer,SC,No,No,No,Agriculture & Farmer Welfare
32,Male,West Bengal,297200.0,Daily Wage Worker,General,Yes,No,No,Rural & Urban Livelihood Support
38,Male,Madhya Pradesh,80200.0,Daily Wage Worker,OBC,Yes,No,No,Rural & Urban Livelihood Support
36,Female,Rajasthan,37400.0,Self-Employed,General,Yes,No,No,Women & Child Development
46,Female,Tamil Nadu,791300.0,Unemployed,General,Yes,No,No,Women & Child Development
42,Male,Gujarat,104900.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
50,Male,Gujarat,97300.0,Salaried,General,Yes,No,No,Rural & Urban Livelihood Support
66,Female,Karnataka,455500.0,Farmer,OBC,No,No,No,Senior Citizen Pension & Healthcare
49,Female,Gujarat,188300.0,Artisan,General,No,No,No,Skill Development & Entrepreneurship
66,Female,Karnataka,73500.0,Artisan,SC,Yes,No,No,Senior Citizen Pension & Healthcare
52,Female,Gujarat,425800.0,Student,OBC,Yes,Yes,No,Education & Scholarships
61,Female,Kerala,932700.0,Salaried,ST,No,No,No,Senior Citizen Pension & Healthcare
55,Male,Karnataka,46300.0,Student,ST,Yes,Yes,No,Education & Scholarships
43,Female,Bihar,386800.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
28,Male,Maharashtra,119100.0,Farmer,ST,Yes,No,No,Agriculture & Farmer Welfare
52,Female,Maharashtra,163600.0,Student,General,No,Yes,No,Education & Scholarships
25,Male,Maharashtra,473300.0,Student,SC,No,Yes,No,Education & Scholarships
63,Male,Madhya Pradesh,682700.0,Student,SC,No,Yes,No,Education & Scholarships
31,Female,West Bengal,84700.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
27,Male,Uttar Pradesh,73100.0,Unemployed,General,No,No,No,Rural & Urban Livelihood Support
19,Female,West Bengal,45100.0,Farmer,ST,Yes,No,No,Agriculture & Farmer Welfare
63,Male,Karnataka,178500.0,Student,OBC,Yes,Yes,No,Education & Scholarships
26,Male,West Bengal,32500.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
20,Female,Gujarat,125600.0,Salaried,OBC,No,Yes,No,Education & Scholarships
38,Female,Karnataka,43700.0,Farmer,ST,Yes,No,No,Agriculture & Farmer Welfare
43,Female,West Bengal,123500.0,Farmer,ST,Yes,No,No,Agriculture & Farmer Welfare
25,Male,West Bengal,37300.0,Salaried,OBC,No,No,No,Rural & Urban Livelihood Support
65,Female,Rajasthan,354600.0,Student,ST,No,Yes,No,Education & Scholarships
19,Female,Kerala,72400.0,Self-Employed,OBC,Yes,Yes,No,Education & Scholarships
23,Female,Madhya Pradesh,101600.0,Farmer,EWS,Yes,No,No,Agriculture & Farmer Welfare
45,Female,Karnataka,397300.0,Salaried,General,No,No,No,Rural & Urban Livelihood Support
70,Male,Uttar Pradesh,276900.0,Salaried,OBC,No,No,No,Senior Citizen Pension & Healthcare
46,Female,Maharashtra,74500.0,Unemployed,OBC,Yes,No,No,Women & Child Development
43,Male,Tamil Nadu,43400.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
42,Female,Bihar,256400.0,Artisan,OBC,Yes,No,No,Women & Child Development
29,Female,West Bengal,119200.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
22,Male,Maharashtra,291500.0,Salaried,OBC,Yes,No,No,Rural & Urban Livelihood Support
51,Transgender,Gujarat,136100.0,Salaried,EWS,Yes,No,No,Rural & Urban Livelihood Support
65,Male,Bihar,106400.0,Artisan,General,Yes,No,No,Senior Citizen Pension & Healthcare
54,Female,Kerala,138000.0,Self-Employed,SC,Yes,No,No,Women & Child Development
32,Female,Maharashtra,278500.0,Student,OBC,No,Yes,No,Education & Scholarships
61,Male,Rajasthan,448500.0,Artisan,ST,Yes,No,No,Senior Citizen Pension & Healthcare
53,Female,Maharashtra,39200.0,Self-Employed,SC,Yes,No,No,Women & Child Development
32,Female,Kerala,163700.0,Farmer,ST,No,No,No,Agriculture & Farmer Welfare
60,Male,Maharashtra,36000.0,Farmer,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
65,Male,West Bengal,143700.0,Student,OBC,Yes,Yes,No,Education & Scholarships
40,Transgender,Maharashtra,419800.0,Unemployed,OBC,Yes,No,No,Rural & Urban Livelihood Support
23,Male,Rajasthan,110800.0,Salaried,SC,No,No,No,Education & Scholarships
63,Male,Madhya Pradesh,515100.0,Salaried,ST,No,No,No,Senior Citizen Pension & Healthcare
67,Female,Kerala,209300.0,Daily Wage Worker,General,No,No,No,Senior Citizen Pension & Healthcare
61,Female,Rajasthan,519700.0,Self-Employed,OBC,No,No,No,Senior Citizen Pension & Healthcare
60,Male,Karnataka,284800.0,Farmer,General,Yes,No,No,Senior Citizen Pension & Healthcare
62,Male,Maharashtra,49700.0,Salaried,OBC,No,No,No,Senior Citizen Pension & Healthcare
38,Female,Uttar Pradesh,77300.0,Self-Employed,OBC,No,No,No,Women & Child Development
40,Female,Maharashtra,120200.0,Daily Wage Worker,General,Yes,No,No,Women & Child Development
60,Female,Kerala,63600.0,Daily Wage Worker,OBC,No,No,No,Senior Citizen Pension & Healthcare
72,Male,Bihar,152900.0,Unemployed,General,Yes,No,No,Senior Citizen Pension & Healthcare
33,Female,Rajasthan,144700.0,Student,EWS,Yes,Yes,No,Education & Scholarships
64,Female,Uttar Pradesh,593300.0,Farmer,SC,No,No,No,Senior Citizen Pension & Healthcare
70,Male,Karnataka,132400.0,Daily Wage Worker,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
32,Male,Gujarat,307200.0,Salaried,SC,Yes,No,No,Rural & Urban Livelihood Support
42,Female,Karnataka,542200.0,Daily Wage Worker,OBC,No,No,No,Women & Child Development
53,Male,Rajasthan,407200.0,Artisan,SC,No,No,No,Skill Development & Entrepreneurship
28,Male,Bihar,72100.0,Farmer,ST,No,No,No,Agriculture & Farmer Welfare
68,Female,Rajasthan,153300.0,Daily Wage Worker,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
32,Female,Tamil Nadu,106900.0,Daily Wage Worker,SC,Yes,No,No,Women & Child Development
21,Female,Uttar Pradesh,121900.0,Self-Employed,OBC,No,No,No,Women & Child Development
